age,income,loan_amount,employment_years,credit_history,default
0.8437044375617595,-0.20526049651799963,1.0913514516113885,0.7764392228614109,0.7473389433172862,0
1.7159237368303775,-1.1425628795803622,-0.609320550696138,-1.434378609887481,-0.6302443623366977,1
0.17276651504743798,-1.5691972468250996,0.3638188167967571,-0.8153496167177912,-0.6302443623366977,1
-0.7665465764726122,0.7504534615870629,-1.3040590463528585,-0.4616187634779685,0.7473389433172862,0
1.112079606567488,1.3800566166085895,1.3825055997867508,0.4227083696215882,-0.6302443623366977,1
-1.2362031222326373,-1.6154728839563992,0.5233991526865162,0.4227083696215882,0.7473389433172862,1
-0.3639838229640192,0.8192177080088819,0.8236901809029505,-0.019455196928190147,0.7473389433172862,0
0.8437044375617595,0.8346429203859819,1.3235062859383286,1.572333642651012,1.4361305961442783,0
-0.49817140746688354,-1.361060753218272,0.8892168161000545,1.3070355027211449,-1.3190360151636895,1
-0.22979623846115493,1.602293935671251,-0.7061550409665107,1.0417373627912778,0.7473389433172862,0
-1.0349217454783408,0.006277853690511612,-0.09616213507604592,0.7764392228614109,0.05854729049029429,0
-1.0349217454783408,-0.8099859521165267,0.7914371313426743,1.3954682160311005,-1.3190360151636895,1
-0.16270244620972277,0.19665198152976965,-0.4653085269003497,0.1574102296917212,-1.3190360151636895,1
0.642423060807463,0.7167205476512839,-0.23394820388132864,-0.9922150433377025,-1.3190360151636895,1
0.9107982298131917,-0.12647245888816622,-1.3291477956710347,-1.434378609887481,1.4361305961442783,0
-0.16270244620972277,0.7759803702851928,1.440251503554576,1.3070355027211449,0.7473389433172862,0
-1.571672083489798,1.3042809100153614,-0.9371523545086375,1.1301700761012334,1.4361305961442783,0
-0.29689003071258707,0.0748603215152941,0.9040180138277583,0.8648719361713665,0.7473389433172862,0
-1.63876587574123,1.3631771754551973,-0.9163512265590604,-0.9922150433377025,1.4361305961442783,0
-0.16270244620972277,-0.3005384497361469,1.5560652251546419,-0.19632062354810148,1.4361305961442783,0
1.1791733988189204,-0.3882855753627808,-0.35759060155856504,0.9533046494813222,0.05854729049029429,0
0.23986030729887015,-0.5032994905448943,-0.7921060961654715,-1.7881094631273036,1.4361305961442783,0
0.7766106453103273,-0.6908690343155887,1.1782956459452483,-1.434378609887481,-0.6302443623366977,1
-1.63876587574123,-0.10268543104738591,0.45106437748879324,-1.5228113231974365,0.05854729049029429,0
-0.3639838229640192,0.4480517812312915,-1.0738425456478247,-0.4616187634779685,1.4361305961442783,0
0.44114168405316656,-0.34341223026576295,0.4012567375647481,0.24584294300167686,-1.3190360151636895,1
-0.9678279532269086,-0.016600281165086033,0.45134519614073026,-0.4616187634779685,-0.6302443623366977,1
-0.29689003071258707,1.1424979586528492,-0.4212131493108279,-1.6996767498173477,-0.6302443623366977,1
1.1791733988189204,0.610691688836976,-0.5209859615734194,0.5995737962414995,-0.6302443623366977,1
-0.09560865395829063,-1.0982868070164644,0.5861586967767287,0.9533046494813222,0.05854729049029429,0
1.514642360076081,0.031545078678589376,0.38492816033992366,0.5111410829315438,1.4361305961442783,0
0.038578930544573675,0.5105057134988424,1.1791312526656461,-0.10788791023814581,1.4361305961442783,0
1.044985814316056,1.5560702352819615,0.17665660989845436,0.24584294300167686,-1.3190360151636895,1
0.10567272279600583,0.7091118149467548,0.8159094494736717,-0.8153496167177912,-1.3190360151636895,1
-0.69945278422118,1.283584118324202,-0.7424491394205145,1.2186027894111893,-0.6302443623366977,1
-0.7665465764726122,-1.0185119712884325,1.3608072219980578,1.0417373627912778,-1.3190360151636895,1
