age,income,loan_amount,employment_years,credit_history
1.3804547755732166,0.0340899790371008,-1.1109243061743346,-0.1963206235481014,0.7473389433172862
-0.5652651997183157,-1.637208410487767,0.1694512142438757,-0.7269169034078354,0.0585472904902942
-0.0956086539582906,-0.5305922484713791,-0.1618668503938904,-0.9922150433377024,-1.3190360151636895
-0.9678279532269086,1.57487133588974,-0.8639614248842775,-0.3731860501680128,-1.3190360151636895
0.9107982298131916,-0.1264724588881662,-1.3291477956710347,-1.434378609887481,1.4361305961442783
0.3740478918017344,-1.1070121796742178,-0.6910524768806308,-0.0194551969281901,1.4361305961442783
-0.2297962384611549,1.602293935671251,-0.7061550409665107,1.0417373627912778,0.7473389433172862
0.3740478918017344,-0.492938110513812,0.1939783262581779,1.572333642651012,1.4361305961442783
0.5753292685560308,-1.5206363930453406,1.6478312812193223,-1.6996767498173475,0.0585472904902942
-0.9007341609754764,-0.7138770110262124,-0.428247314080079,-0.4616187634779685,-0.6302443623366977
-0.69945278422118,1.283584118324202,-0.7424491394205145,1.2186027894111893,-0.6302443623366977
0.9778920220646238,1.1819439142097763,-0.3814601869732099,-0.9037823300277468,1.4361305961442783
-1.7058596679926623,-0.738884552304238,1.1427755110929243,0.8648719361713665,-1.3190360151636895
1.3804547755732166,1.5610561625149637,1.3231227287551952,-0.3731860501680128,-0.6302443623366977
-0.0285148617068584,-1.4873968781586608,-0.0152247201994725,-0.8153496167177912,-0.6302443623366977
-1.5045782912383658,0.5488350291025452,0.0979931411790293,-1.6996767498173475,-1.3190360151636895
1.1791733988189204,0.610691688836976,-0.5209859615734194,0.5995737962414995,-0.6302443623366977
1.112079606567488,1.3800566166085897,1.3825055997867508,0.4227083696215882,-0.6302443623366977
-1.102015537729773,-0.3711983872413469,1.391306867292581,0.1574102296917212,0.0585472904902942
1.3804547755732166,0.7336519255466865,-0.8525779956277094,1.0417373627912778,0.0585472904902942
0.8437044375617595,-1.1978495414504726,-1.181882385054025,0.9533046494813222,-0.6302443623366977
-0.0956086539582906,-0.3920769575295427,-1.4597832627050435,1.2186027894111893,1.4361305961442783
-1.2362031222326373,1.2098599130403864,-0.1356753741742055,0.3342756563116325,0.0585472904902942
-1.7058596679926623,-0.9519550364020573,-0.0246355696570685,-1.5228113231974365,1.4361305961442783
0.5753292685560308,1.4287213438723692,-1.2613746112584348,-0.6384841900978798,0.7473389433172862
-0.7665465764726122,-1.0185119712884323,1.3608072219980578,1.0417373627912778,-1.3190360151636895
-0.296890030712587,-1.3193555493838909,-0.2896393370252245,1.3954682160311005,1.4361305961442783
-1.63876587574123,-0.1840183690357307,-0.8576875252458802,-0.1963206235481014,0.0585472904902942
1.3804547755732166,-1.054711880469707,0.2292107932231516,-0.9037823300277468,0.0585472904902942
0.9778920220646238,0.1386126723331059,1.6748241179823395,-1.0806477566476582,0.0585472904902942
0.8437044375617595,-0.2052604965179996,1.0913514516113885,0.7764392228614109,0.7473389433172862
-1.2362031222326373,-1.6154728839563992,0.5233991526865162,0.4227083696215882,0.7473389433172862
0.2398603072988701,1.3805759840286935,1.0588518295762406,-1.611244036507392,-0.6302443623366977
-0.7665465764726122,-0.1217981521072268,-1.136458255794362,-0.9922150433377024,-0.6302443623366977
0.5753292685560308,-1.5493314430061074,1.5282162339649872,-1.7881094631273036,1.4361305961442783
1.1791733988189204,1.3477779314491027,-1.0447606920838126,-1.434378609887481,1.4361305961442783
0.8437044375617595,0.2963964945608145,1.0286535506398935,0.6880065095514551,-0.6302443623366977
-0.1627024462097227,0.1749424233694068,-0.4106310805975922,-1.0806477566476582,0.0585472904902942
-0.6323589919697479,1.047843246338827,-1.2521349926861662,0.3342756563116325,-1.3190360151636895
0.9107982298131916,-0.0058234071979202,-0.0615529485336641,-0.9922150433377024,1.4361305961442783
-0.4310776152154514,1.5492145853365835,-0.8653518196731363,-0.4616187634779685,1.4361305961442783
-0.7665465764726122,1.4847610885016311,0.7200064552194804,0.4227083696215882,-1.3190360151636895
0.0385789305445736,-0.3778462902186829,-0.3449606114568132,1.483900929341056,-0.6302443623366977
0.8437044375617595,-1.5689635314860526,0.7259173453809835,-0.1963206235481014,-1.3190360151636895
1.581736152327513,0.990375241304278,-0.5202325456779786,-0.3731860501680128,-1.3190360151636895
-0.9007341609754764,-1.6464012138236146,-0.9334880135626304,-1.611244036507392,0.0585472904902942
0.642423060807463,0.6314144488991406,1.0490985183479895,-0.0194551969281901,0.7473389433172862
0.7095168530588952,0.2998762562755138,-0.131641174515891,-0.7269169034078354,0.7473389433172862
-0.1627024462097227,-0.3005384497361469,1.556065225154642,-0.1963206235481014,1.4361305961442783
1.2462671910703524,-1.4242677682449745,-0.79263348729228,-0.6384841900978798,0.7473389433172862
-0.1627024462097227,0.5199841689157473,-1.2797853560488408,1.3070355027211449,0.7473389433172862
-0.0285148617068584,0.5582615477774395,1.5037439158339898,-1.1690804699576138,1.4361305961442783
-1.3032969144840694,1.1372523477097949,0.0172406556586096,1.1301700761012334,1.4361305961442783
0.2398603072988701,-0.5032994905448943,-0.7921060961654715,-1.7881094631273036,1.4361305961442783
1.514642360076081,1.2080161586990157,-1.421591926041612,0.5995737962414995,-1.3190360151636895
0.0385789305445736,0.5105057134988424,1.179131252665646,-0.1078879102381458,1.4361305961442783
1.044985814316056,1.5560702352819615,0.1766566098984543,0.2458429430016768,-1.3190360151636895
0.1056727227960058,-0.6528253707929433,1.55553098479242,-0.8153496167177912,-1.3190360151636895
-0.9007341609754764,-0.4836414336939437,0.7934165603770595,0.2458429430016768,0.7473389433172862
-0.7665465764726122,-0.2520814694404089,-0.6848128234192988,0.1574102296917212,1.4361305961442783
-0.8336403687240443,1.550305256918803,-0.5076368017532923,0.1574102296917212,0.7473389433172862
1.2462671910703524,-0.1252259770799157,0.9501544635703832,1.0417373627912778,0.0585472904902942
0.0385789305445736,1.0902495961903491,-0.1157920437699834,1.572333642651012,0.7473389433172862
1.6488299445789454,-0.925804886799802,-0.7782843391018407,-0.4616187634779685,-1.3190360151636895
1.1791733988189204,1.2179620447940145,1.422477737657588,-0.8153496167177912,-0.6302443623366977
1.1791733988189204,0.112021060423762,-0.6783334467185086,-1.7881094631273036,0.0585472904902942
-0.296890030712587,0.0748603215152941,0.9040180138277584,0.8648719361713665,0.7473389433172862
0.1727665150474379,-1.5691972468250996,0.3638188167967571,-0.8153496167177912,-0.6302443623366977
-0.2297962384611549,-0.1174614341493553,-1.621356726100014,1.6607663559609676,-1.3190360151636895
0.8437044375617595,0.8346429203859819,1.3235062859383286,1.572333642651012,1.4361305961442783
0.3740478918017344,0.4170715146220656,-1.4645503305525591,0.5995737962414995,-0.6302443623366977
1.447548567824649,-0.9375166221231556,0.0799933505134091,-0.7269169034078354,0.7473389433172862
0.7095168530588952,1.4263841904818997,-0.1915171904971895,0.0689775163817655,1.4361305961442783
1.2462671910703524,1.6213027832470708,-0.7216137652938718,-0.2847533368580571,1.4361305961442783
-1.4374844989869338,1.0791091650291105,-1.4297630638894372,1.2186027894111893,-0.6302443623366977
